,항명,호출부호,선명,입항횟수,입항횟수.1,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소.1,계선장소.2,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승객,예선,도선,부선호출부호1,부선호출부호2
8031,부산,3FGH8,SOCOL 9,2023,1,최종,외항,출항,"6,037",2023-04-04 08:52,2023-04-19 18:00,2023-04-19 17:00,2023-04-21 09:33,기타,23KWLLM038E,WAN,03,남외항 N-3박지,NINGBO,VLADIVOSTOK,일반화물선,,22.0,,Y,Y,,
8032,부산,JVKD7,PING YUN,2023,2,최종,외항,출항,"1,898",2023-04-04 09:29,2023-04-04 11:06,2023-04-04 11:00,2023-04-04 13:01,기타,23KMAGH055E,WAN,03,남외항 N-3박지,KAOHSIUNG,LIANYUNGANG,일반화물선,,8.0,,Y,Y,,
8033,부산,JVKD7,PING YUN,2023,2,최종,외항,입항,"1,898",2023-04-04 09:29,2023-04-04 11:06,2023-04-01 17:00,2023-04-04 13:01,기타,23KMAGH055I,WAN,03,남외항 N-3박지,KAOHSIUNG,LIANYUNGANG,일반화물선,,8.0,,Y,Y,,
8034,부산,DSQX6,DONGBANG GIANT NO.3,2023,1,최종,외항,출항,"12,183",2023-04-04 09:48,2023-04-10 19:05,2023-04-10 19:00,2023-04-11 13:06,내외항자격변경,23SPSWA047E,MS3,03,신항 3부두 3선석,PENGLAI,마산,일반화물선,9.0,10.0,,Y,Y,,
8035,부산,DSQX6,DONGBANG GIANT NO.3,2023,1,최종,외항,입항,"12,183",2023-04-04 09:48,2023-04-10 19:05,2023-04-04 11:00,2023-04-11 10:58,내외항자격변경,23SPSWA047I,WAN,04,남외항 N-4박지,부산 신항,마산,일반화물선,9.0,10.0,,N,N,,
8036,부산,3E2673,HONG JIA 11 ,2023,9,최종,외항,출항,"4,257",2023-04-04 11:05,2023-04-05 03:00,2023-04-05 03:00,2023-04-05 09:57,기타,23HHSLH331E,MBS,01,신선대부두 1선석,JINGTANG(TANGSHAN),JINGTANG(TANGSHAN),일반화물선,,16.0,,Y,Y,,
8037,부산,3E2673,HONG JIA 11 ,2023,9,최종,외항,입항,"4,257",2023-04-04 11:05,2023-04-05 03:00,2023-04-04 11:05,2023-04-05 09:56,기타,23HHSLH331I,MBS,01,신선대부두 1선석,JINGTANG(TANGSHAN),JINGTANG(TANGSHAN),일반화물선,,14.0,,Y,Y,,
8038,인천,062928,웨스트 카페리,2023,34,최종,내항,출항,840,2023-04-04 13:30,2023-04-05 12:50,,2023-04-05 13:33,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,11.0,N,N,,
8039,인천,062928,웨스트 카페리,2023,34,최종,내항,입항,840,2023-04-04 13:30,2023-04-05 12:50,,2023-04-04 16:22,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,4.0,N,N,,
8040,부산,V3NW7,RUI YANG 7,2023,1,최종,외항,출항,"2,996",2023-04-04 14:35,2023-04-04 18:08,2023-04-04 18:08,2023-05-09 09:59,기타,23LSSPM277E,WAN,03,남외항 N-3박지,NAKHODKA,RIZHAO,일반화물선,,15.0,,N,N,,
8041,부산,V3NW7,RUI YANG 7,2023,1,최종,외항,입항,"2,996",2023-04-04 14:35,2023-04-04 18:08,2023-04-04 14:35,2023-05-09 09:59,기타,23LSSPM276I,WAN,03,남외항 N-3박지,NAKHODKA,RIZHAO,일반화물선,,15.0,,N,N,,
8042,인천,V3KC3,TONG YANG,2023,1,최종,외항,출항,"2,978",2023-04-04 15:20,2023-04-07 14:55,2023-04-07 11:00,2023-04-07 22:30,기타,23MSTSBB12E,MBJ,01,북항 동국제강부두 1선석,QINGDAO,FUNABASHI,일반화물선,,14.0,,Y,Y,,
8043,인천,V3KC3,TONG YANG,2023,1,최종,외항,입항,"2,978",2023-04-04 15:20,2023-04-07 14:55,2023-03-27 12:00,2023-04-04 20:12,기타,23MSTSBB12I,WAE,04,E박지 E04,OCEAN DISTRICT,FUNABASHI,일반화물선,,14.0,,Y,Y,,
8044,인천,181801,덕산훼리호,2023,71,최종,내항,입항,162,2023-04-04 16:28,2023-04-06 06:40,,2023-04-04 17:21,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
8045,인천,181801,덕산훼리호,2023,71,최종,내항,출항,162,2023-04-04 16:28,2023-04-06 06:40,,2023-04-06 07:36,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,7.0,0.0,N,N,,
8046,부산,C6PA6,PENGUIN ARROW,2023,2,최종,외항,출항,"36,008",2023-04-04 16:30,2023-04-07 14:07,2023-04-07 14:07,2023-04-10 10:54,기타,23GBPL2009E,MKC,03,감천 중앙부두 3선석,인천,NIIHAMA,일반화물선,,27.0,,Y,Y,,
8047,부산,C6PA6,PENGUIN ARROW,2023,2,최종,외항,입항,"36,008",2023-04-04 16:30,2023-04-07 14:07,2023-04-04 16:30,2023-04-10 10:53,기타,23GBPL1009I,MKC,03,감천 중앙부두 3선석,인천,NIIHAMA,일반화물선,,27.0,,Y,Y,,
8048,인천,885116,강남호,2023,23,최종,내항,입항,113,2023-04-04 16:40,2023-04-06 07:15,,2023-04-05 09:11,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
8049,인천,885116,강남호,2023,23,최종,내항,출항,113,2023-04-04 16:40,2023-04-06 07:15,,2023-04-07 07:08,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,8.0,N,N,,
8050,인천,DSPR6,HI GLORY,2023,1,최종,외항,출항,"6,715",2023-04-04 19:15,2023-04-12 17:50,2023-04-12 16:00,2023-04-13 06:49,기타,23SEAI0029E,MBW,01,북항 아이엔티시부두 1선석,XIUYU,KIMBE,일반화물선,2.0,16.0,,Y,Y,,
8051,인천,DSPR6,HI GLORY,2023,1,최종,외항,입항,"6,715",2023-04-04 19:15,2023-04-12 17:50,2023-04-04 19:30,2023-04-05 09:11,기타,23SEAI0029I,MBW,01,북항 아이엔티시부두 1선석,OCEAN DISTRICT,KIMBE,일반화물선,2.0,16.0,,Y,Y,,
8052,부산,DSQM9,TY NOBLE,2023,4,최종,외항,출항,"4,105",2023-04-04 21:10,2023-04-06 17:00,2023-04-06 17:00,2023-04-07 10:42,기타,23SPSWA043E,MBU,02,연합부두 연2선석,묵호,"FUKUYAMA, HIROSHIMA",일반화물선,6.0,7.0,,N,N,,
8053,부산,DSQM9,TY NOBLE,2023,4,최종,외항,입항,"4,105",2023-04-04 21:10,2023-04-06 17:00,2023-04-01 17:00,2023-04-07 10:42,기타,23SPSWA043I,MBU,02,연합부두 연2선석,묵호,"FUKUYAMA, HIROSHIMA",일반화물선,6.0,7.0,,N,N,,
8054,부산,3E3976,XIN LONG YUN 89,2023,4,최종,외항,출항,"19,296",2023-04-04 21:50,2023-04-06 02:05,2023-04-06 02:05,2023-04-06 09:52,기타,23TKAP2025E,MBR,E1,신감만부두 1선석,VOSTOCHNYY PORT,VOSTOCHNYY PORT,일반화물선,,18.0,,Y,Y,,
8055,부산,3E3976,XIN LONG YUN 89,2023,4,최종,외항,입항,"19,296",2023-04-04 21:50,2023-04-06 02:05,2023-04-04 21:50,2023-04-06 09:27,기타,23TKAP2025I,MBR,E1,신감만부두 1선석,VOSTOCHNYY PORT,VOSTOCHNYY PORT,일반화물선,,19.0,,Y,Y,,
8056,부산,VREU7,GUANG PING,2023,10,최종,외항,출항,"5,275",2023-04-05 01:46,2023-04-05 16:08,2023-04-05 18:08,2023-04-12 09:22,기타,23DDSGGP32E,MBR,E2,신감만부두 2선석,HAKATA/FUKUOKA,RIZHAO,일반화물선,,19.0,,Y,Y,,
8057,부산,VREU7,GUANG PING,2023,10,최종,외항,입항,"5,275",2023-04-05 01:46,2023-04-05 16:08,2023-04-05 01:46,2023-04-12 09:22,기타,23DDSGGP32I,MBR,E2,신감만부두 2선석,HAKATA/FUKUOKA,RIZHAO,일반화물선,,19.0,,Y,Y,,
8058,부산,DGFL2,BBC SWITZERLAND,2023,1,최종,외항,출항,"6,967",2023-04-05 02:06,2023-04-05 09:05,2023-04-05 09:05,2023-04-05 15:50,기타,23OKSCD022E,MFL,01,신항 다목적부두연결잔교,HIBIKISHINKO,LONGYAN PT,일반화물선,,15.0,,Y,Y,,
8059,부산,DGFL2,BBC SWITZERLAND,2023,1,최종,외항,입항,"6,967",2023-04-05 02:06,2023-04-05 09:05,2023-04-05 02:06,2023-04-05 15:49,기타,23OKSCA022I,MFL,01,신항 다목적부두연결잔교,HIBIKISHINKO,LONGYAN PT,일반화물선,,15.0,,Y,Y,,
8060,인천,102740,미래9호,2023,32,최종,내항,출항,"4,657",2023-04-05 03:00,2023-04-05 15:50,,2023-04-05 16:15,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,8.0,Y,Y,,
8061,인천,102740,미래9호,2023,32,최종,내항,입항,"4,657",2023-04-05 03:00,2023-04-05 15:50,,2023-04-05 06:37,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,9.0,Y,Y,,
8062,인천,D7DM,ST BELLA,2023,1,최종,외항,출항,"2,049",2023-04-05 06:50,2023-04-07 15:12,2023-04-06 13:00,2023-04-07 22:30,기타,23JOASD136E,MBB,02,북항 동원로엑스부두 2선석,부산,당진,일반화물선,2.0,11.0,,Y,Y,,
8063,인천,D7DM,ST BELLA,2023,1,최종,외항,입항,"2,049",2023-04-05 06:50,2023-04-07 15:12,2023-04-05 07:30,2023-04-05 07:55,기타,23JOASA136I,MBB,02,북항 동원로엑스부두 2선석,FUNABASHI,당진,일반화물선,2.0,11.0,,Y,Y,,
8064,부산,DSFA,SJ GLORY,2023,5,최종,외항,출항,"1,545",2023-04-05 10:00,2023-04-15 15:00,2023-04-15 15:00,2023-04-17 10:13,기타,23SGSCM012E,*YQ,01,기타 남항 사설조선소,부산,옥포,일반화물선,2.0,9.0,,Y,Y,,
8065,부산,DSFA,SJ GLORY,2023,5,최종,외항,입항,"1,545",2023-04-05 10:00,2023-04-15 15:00,2023-04-05 10:00,2023-04-17 10:13,기타,23SGSCM012I,*YQ,01,기타 남항 사설조선소,부산,옥포,일반화물선,2.0,9.0,,Y,Y,,
8066,인천,3FQY8,GRAND TAJIMA,2023,1,최종,외항,입항,"4,769",2023-04-05 20:45,2023-04-10 17:35,2023-04-05 20:30,2023-04-06 08:39,기타,23SEAI0030I,MBX,01,북항 동방부두 1선석,OCEAN DISTRICT,MANILA,일반화물선,,19.0,,Y,Y,,
8067,인천,3FQY8,GRAND TAJIMA,2023,1,최종,외항,출항,"4,769",2023-04-05 20:45,2023-04-10 17:35,2023-04-10 15:30,2023-04-10 18:28,기타,23SEAI0030E,MBX,01,북항 동방부두 1선석,OCEAN DISTRICT,MANILA,일반화물선,,19.0,,Y,Y,,
8068,부산,200024,세창비너스,2023,25,최종,내항,출항,"1,668",2023-04-06 05:00,2023-04-08 02:20,,2023-04-25 08:19,기타,,MBR,01,감만부두 1선석,여천항,여천항,일반화물선,6.0,3.0,0.0,Y,N,,
8069,부산,170023,세주신광,2023,38,최종,내항,입항,"5,310",2023-04-06 06:50,2023-04-06 18:30,,2023-04-06 10:24,기타,,MB7,06,우암부두 76선석,제주,제주,일반화물선,7.0,7.0,13.0,N,N,,
8070,부산,170023,세주신광,2023,38,최종,내항,출항,"5,310",2023-04-06 06:50,2023-04-06 18:30,,2023-04-07 09:52,기타,,MB7,06,우암부두 76선석,제주,제주,일반화물선,7.0,7.0,13.0,N,N,,
8071,부산,3E2687,CHANG RONG 8,2023,5,최종,외항,입항,"9,753",2023-04-06 08:30,2023-04-06 15:35,2023-04-06 08:30,2023-04-07 08:51,기타,23HXCLC308I,MB7,02,7부두 72선석,VLADIVOSTOK,TAICANG,일반화물선,,17.0,,Y,Y,,
8072,부산,3E2687,CHANG RONG 8,2023,5,최종,외항,출항,"9,753",2023-04-06 08:30,2023-04-06 15:35,2023-04-06 15:35,2023-04-07 08:55,기타,23HXCLC308E,MB7,02,7부두 72선석,VLADIVOSTOK,TAICANG,일반화물선,,17.0,,Y,Y,,
8073,부산,HO6237,GRAND MUSE,2023,9,최종,외항,입항,"1,514",2023-04-06 11:22,2023-04-07 17:27,2023-04-05 06:00,2023-04-10 11:10,기타,23SPSWA046I,MK2,03,감천 2부두 3선석,KOKURA,MIZUSHIMA,일반화물선,2.0,8.0,,Y,Y,,
8074,부산,HO6237,GRAND MUSE,2023,9,최종,외항,출항,"1,514",2023-04-06 11:22,2023-04-07 17:27,2023-04-07 16:00,2023-04-10 11:10,기타,23SPSWA046E,MK2,03,감천 2부두 3선석,KOKURA,MIZUSHIMA,일반화물선,2.0,8.0,,Y,Y,,
8075,부산,3FDU3,GLOBAL YUQUOT,2023,2,최종,외항,출항,"24,649",2023-04-06 12:30,2023-04-07 12:00,2023-04-07 10:00,2023-04-10 12:23,기타,23NGBL0407E,WAN,04,남외항 N-4박지,PORT ALBERNI,SHANGHAI,일반화물선,,21.0,,N,N,,
8076,부산,3FDU3,GLOBAL YUQUOT,2023,2,최종,외항,입항,"24,649",2023-04-06 12:30,2023-04-07 12:00,2023-04-06 12:30,2023-04-10 12:23,기타,23NGBL0407I,WAN,04,남외항 N-4박지,NANAIMO,SHANGHAI,일반화물선,,21.0,,N,N,,
8077,부산,H8FI,GREAT WENWU,2023,1,최종,외항,입항,"36,074",2023-04-06 13:00,2023-04-07 13:48,2023-04-06 13:00,2023-04-10 12:29,기타,23SEACA050I,WAN,05,남외항 N-5박지,SHAKHTERSK,JINGJIANG,일반화물선,,21.0,,N,N,,
8078,부산,H8FI,GREAT WENWU,2023,1,최종,외항,출항,"36,074",2023-04-06 13:00,2023-04-07 13:48,2023-04-07 13:30,2023-04-10 12:29,기타,23SEACD050E,WAN,05,남외항 N-5박지,SHAKHTERSK,JINGJIANG,일반화물선,,21.0,,N,N,,
8079,인천,944402,골드페리3호,2023,27,최종,내항,출항,272,2023-04-06 13:10,2023-04-12 05:07,,2023-04-12 13:35,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,5.0,0.0,0.0,N,N,,
8080,인천,944402,골드페리3호,2023,27,최종,내항,입항,272,2023-04-06 13:10,2023-04-12 05:07,,2023-04-12 13:34,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,5.0,0.0,0.0,N,N,,
8081,부산,JVBF8,STAR OCEAN,2023,2,최종,외항,출항,"1,569",2023-04-06 14:30,2023-04-14 14:54,2023-04-14 14:54,2023-04-25 15:49,기타,23WISGD019E,MSL,01,신항 다목적부두,KAOHSIUNG,마산,일반화물선,,11.0,,Y,Y,,
8082,부산,JVBF8,STAR OCEAN,2023,2,최종,외항,입항,"1,569",2023-04-06 14:30,2023-04-14 14:54,2023-04-06 14:30,2023-04-25 15:46,기타,23WISGA019I,WAN,03,남외항 N-3박지,KAOHSIUNG,마산,일반화물선,,11.0,,Y,Y,,
8083,인천,062928,웨스트 카페리,2023,35,최종,내항,출항,840,2023-04-06 14:40,2023-04-07 13:50,,2023-04-07 15:20,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,0.0,N,N,,
8084,인천,062928,웨스트 카페리,2023,35,최종,내항,입항,840,2023-04-06 14:40,2023-04-07 13:50,,2023-04-06 15:54,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,10.0,N,N,,
8085,부산,171051,17쌍용호,2023,5,최종,내항,입항,498,2023-04-06 15:00,2023-04-07 15:10,,2023-04-10 09:32,기타,,MK5,02,감천 5부두 2선석,울산,제주,일반화물선,5.0,4.0,0.0,N,N,,
8086,부산,171051,17쌍용호,2023,5,최종,내항,출항,498,2023-04-06 15:00,2023-04-07 15:10,,2023-04-10 09:32,기타,,MK5,02,감천 5부두 2선석,울산,제주,일반화물선,5.0,4.0,0.0,N,N,,
8087,부산,5IM594,OCEAN LEGEND,2023,1,최종,외항,출항,"1,960",2023-04-06 15:00,2023-04-07 07:48,2023-04-07 08:00,2023-04-10 09:36,기타,23KMAGH059E,MB7,01,7부두 71선석,KAOHSIUNG,KEELUNG (CHILUNG),일반화물선,,12.0,,Y,Y,,
8088,부산,5IM594,OCEAN LEGEND,2023,1,최종,외항,입항,"1,960",2023-04-06 15:00,2023-04-07 07:48,2023-04-06 17:00,2023-04-10 09:33,기타,23KMAGH059I,MB7,01,7부두 71선석,KAOHSIUNG,KEELUNG (CHILUNG),일반화물선,,12.0,,Y,Y,,
8089,부산,8PLO7,AK KHADEJA,2023,2,최종,외항,출항,"4,329",2023-04-06 15:10,2023-04-20 10:08,2023-04-20 10:08,2023-04-21 09:34,기타,23TNICD001E,WAN,03,남외항 N-3박지,BANGKOK,"FUKUYAMA, HIROSHIMA",일반화물선,,12.0,,Y,N,,
8090,부산,V3UZ6,GALAXY SEA,2023,2,최종,외항,입항,"4,329",2023-04-06 15:10,2023-04-20 10:08,2023-04-06 15:10,2023-04-17 09:59,기타,23TWMCM403I,WAN,03,남외항 N-3박지,OCEAN DISTRICT,"FUKUYAMA, HIROSHIMA",일반화물선,,14.0,,Y,Y,,
8091,인천,176701,옹진페리호,2023,12,최종,내항,입항,156,2023-04-06 15:15,2023-04-13 09:45,,2023-04-14 09:12,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
8092,인천,176701,옹진페리호,2023,12,최종,내항,출항,156,2023-04-06 15:15,2023-04-13 09:45,,2023-04-14 09:16,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
8093,부산,5VHO2,MASAKAZU,2023,4,최종,외항,출항,"5,543",2023-04-06 15:20,2023-04-08 19:52,2023-04-08 19:52,2023-04-17 15:48,기타,23GOMSD060E,MBR,01,감만부두 1선석,VLADIVOSTOK,NAKHODKA,일반화물선,,17.0,,Y,Y,,
8094,부산,5VHO2,MASAKAZU,2023,4,최종,외항,입항,"5,543",2023-04-06 15:20,2023-04-08 19:52,2023-04-06 15:20,2023-04-17 15:48,기타,23GOMSA060I,MBR,01,감만부두 1선석,VLADIVOSTOK,NAKHODKA,일반화물선,,17.0,,Y,Y,,
8095,인천,181801,덕산훼리호,2023,72,최종,내항,입항,162,2023-04-06 15:48,2023-04-08 04:32,,2023-04-07 07:07,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,10.0,0.0,N,N,,
8096,인천,181801,덕산훼리호,2023,72,최종,내항,출항,162,2023-04-06 15:48,2023-04-08 04:32,,2023-04-10 09:39,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
8097,부산,J7BP7,ATLANTIC RAY,2023,1,최종,외항,입항,"3,988",2023-04-06 17:00,2023-04-26 12:05,2023-04-06 17:00,2023-04-19 14:32,기타,23GOMSA052I,WAN,03,남외항 N-3박지,동해,WAKAYAMA,일반화물선,,15.0,,N,N,,
8098,부산,J7BP7,ATLANTIC RAY,2023,1,최종,외항,출항,"3,988",2023-04-06 17:00,2023-04-26 12:05,2023-04-26 12:05,2023-05-09 11:59,기타,23GOMSD052E,MQU,01,부광조선 2안벽(YS조선),CHATTOGRAM,WAKAYAMA,일반화물선,,13.0,,Y,Y,,
8099,부산,D7SW,KEUM YANG 7,2023,3,최종,외항,입항,"1,959",2023-04-06 18:05,2023-04-06 20:00,2023-04-06 17:00,2023-04-07 13:27,기타,23KYSCA013I,WAN,02,남외항 N-2박지,인천,"NAGOYA, AICHI",일반화물선,2.0,9.0,,N,N,,
8100,부산,D7SW,KEUM YANG 7,2023,3,최종,외항,출항,"1,959",2023-04-06 18:05,2023-04-06 20:00,2023-04-06 17:00,2023-04-07 13:29,기타,23KYSCD013E,WAN,02,남외항 N-2박지,인천,"NAGOYA, AICHI",일반화물선,2.0,9.0,,N,N,,
8101,인천,885116,강남호,2023,24,최종,내항,출항,113,2023-04-06 18:55,2023-04-08 08:45,,2023-04-10 11:01,나포선박,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
8102,인천,885116,강남호,2023,24,최종,내항,입항,113,2023-04-06 18:55,2023-04-08 08:45,,2023-04-07 07:08,나포선박,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,8.0,N,N,,
8103,부산,3E2814,SKOON A,2023,3,최종,외항,출항,"2,972",2023-04-06 22:18,2023-04-08 13:04,2023-04-08 12:30,2023-04-11 09:25,기타,23KRMSK124E,MK7,01,감천 7부두 1선석,TIANJIN PT,TIANJIN XINGANG PT,일반화물선,,14.0,,Y,Y,,
8104,부산,3E2814,SKOON A,2023,3,최종,외항,입항,"2,972",2023-04-06 22:18,2023-04-08 13:04,2023-04-06 23:00,2023-04-11 09:25,기타,23KRMSK124I,MK7,01,감천 7부두 1선석,OCEAN DISTRICT,TIANJIN XINGANG PT,일반화물선,,14.0,,Y,Y,,
8105,인천,V3IH,SHENG WEI,2023,1,최종,외항,입항,"2,972",2023-04-07 02:05,2023-04-08 00:01,2023-04-07 06:30,2023-04-07 08:52,기타,23ONESN092I,MBB,03,북항 동원로엑스부두 3선석,OCEAN DISTRICT,LIANYUNGANG,일반화물선,,13.0,,Y,Y,,
8106,인천,V3IH,SHENG WEI,2023,1,최종,외항,출항,"2,972",2023-04-07 02:05,2023-04-08 00:01,2023-04-07 22:00,2023-04-08 06:33,기타,23ONESN092E,MBB,03,북항 동원로엑스부두 3선석,OCEAN DISTRICT,LIANYUNGANG,일반화물선,0.0,13.0,0.0,Y,Y,,
8107,부산,DSPC5,동방 사파이어호,2023,1,최종,내항,입항,"2,398",2023-04-07 02:15,2023-04-08 16:46,2023-04-07 02:15,2023-04-10 12:12,기타,,WAN,02,남외항 N-2박지,광양,광양,일반화물선,5.0,6.0,,Y,Y,,
8108,부산,DSPC5,동방 사파이어호,2023,1,최종,내항,출항,"2,398",2023-04-07 02:15,2023-04-08 16:46,2023-04-08 16:46,2023-04-10 12:18,기타,,MBU,02,연합부두 연2선석,광양,광양,일반화물선,5.0,6.0,,Y,Y,,
8109,인천,102740,미래9호,2023,33,최종,내항,출항,"4,657",2023-04-07 02:25,2023-04-12 19:20,,2023-04-13 06:50,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,7.0,Y,Y,,
8110,인천,102740,미래9호,2023,33,최종,내항,입항,"4,657",2023-04-07 02:25,2023-04-12 19:20,,2023-04-07 07:10,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,9.0,Y,Y,,
8111,부산,HP5024,TRUST JR,2023,8,최종,외항,출항,"1,559",2023-04-07 03:00,2023-04-11 05:00,2023-04-11 05:00,2023-04-12 08:59,기타,23MPPRD039E,WAN,02,남외항 N-2박지,"MATSUURA, OITA",포항,일반화물선,3.0,7.0,,N,N,,
8112,부산,HP5024,TRUST JR,2023,8,최종,외항,입항,"1,559",2023-04-07 03:00,2023-04-11 05:00,2023-04-07 03:00,2023-04-07 08:50,기타,23MPPRA020I,WAN,02,남외항 N-2박지,YAWATA/KITAKYUSHU,포항,일반화물선,3.0,7.0,,N,N,,
8113,부산,3E3525,V LUCKY,2023,5,최종,외항,입항,"2,439",2023-04-07 05:00,2023-04-07 17:00,2023-04-07 05:00,2023-04-14 13:57,기타,23LSSPM278I,MK6,02,감천 6부두 2선석,SHANGHAI,포항,일반화물선,,13.0,,Y,Y,,
8114,부산,3E3525,V LUCKY,2023,5,최종,외항,출항,"2,439",2023-04-07 05:00,2023-04-07 17:00,2023-04-07 17:00,2023-04-14 13:57,기타,23LSSPM279E,MK6,02,감천 6부두 2선석,UNO,포항,일반화물선,,13.0,,Y,Y,,
8115,부산,140072,성우와이제이,2023,39,최종,내항,입항,"3,560",2023-04-07 06:50,2023-04-07 19:10,,2023-04-07 09:51,기타,,MB7,06,우암부두 76선석,제주,제주,일반화물선,6.0,8.0,12.0,N,N,,
8116,부산,140072,성우와이제이,2023,39,최종,내항,출항,"3,560",2023-04-07 06:50,2023-04-07 19:10,,2023-04-10 09:42,기타,,MB7,06,우암부두 76선석,제주,제주,일반화물선,6.0,8.0,6.0,N,N,,
8117,부산,3E2005,RU YI HAI,2023,2,최종,외항,출항,"2,980",2023-04-07 06:54,2023-04-07 17:38,2023-04-07 17:00,2023-04-10 12:08,기타,23SPSWA044E,MBU,02,연합부두 연2선석,YATSUSHIRO,ZHANJIANG,일반화물선,,12.0,,Y,Y,,
8118,부산,3E2005,RU YI HAI,2023,2,최종,외항,입항,"2,980",2023-04-07 06:54,2023-04-07 17:38,2023-04-04 11:30,2023-04-10 12:02,기타,23SPSWA044I,MBU,02,연합부두 연2선석,OITA,ZHANJIANG,일반화물선,,12.0,,Y,Y,,
8119,부산,HOUC,QING LI,2023,1,최종,외항,출항,"1,997",2023-04-07 10:50,2023-04-11 15:37,2023-04-11 15:10,2023-04-12 08:52,기타,23SHSBM048E,MK5,02,감천 5부두 2선석,HIBIKISHINKO,FUSHIKI,일반화물선,,12.0,,Y,Y,,
8120,부산,HOUC,QING LI,2023,1,최종,외항,입항,"1,997",2023-04-07 10:50,2023-04-11 15:37,2023-04-07 11:00,2023-04-12 08:40,기타,23SHSBM047I,WAN,03,남외항 N-3박지,HIBIKISHINKO,FUSHIKI,일반화물선,,12.0,,Y,Y,,
8121,부산,150070,6진명호,2023,7,최종,내항,입항,"1,636",2023-04-07 12:00,2023-04-15 16:50,,2023-04-19 09:24,기타,,MYL,01,동일 조선소,삼척,제주,일반화물선,5.0,4.0,0.0,Y,N,,
8122,부산,150070,6진명호,2023,7,최종,내항,출항,"1,636",2023-04-07 12:00,2023-04-15 16:50,,2023-04-19 09:24,기타,,WAN,02,남외항 N-2박지,삼척,제주,일반화물선,5.0,4.0,0.0,N,N,,
8123,인천,V3ZX7,JIN ZHU,2023,9,최종,외항,입항,"2,996",2023-04-07 12:30,2023-04-08 12:05,2023-04-07 12:30,2023-04-07 13:36,기타,23GLSP0069I,MBG,01,북항 대주중공업부두 1선석,TIANJIN,TIANJIN,일반화물선,,13.0,,Y,Y,,
8124,인천,V3ZX7,JIN ZHU,2023,9,최종,외항,출항,"2,996",2023-04-07 12:30,2023-04-08 12:05,2023-04-08 10:00,2023-04-10 09:48,기타,23GLSP0069E,MBG,02,북항 대주중공업부두 2선석,TIANJIN,TIANJIN,일반화물선,,13.0,,Y,Y,,
8125,부산,DSPL8,CRYSTAL OCEAN,2023,4,최종,외항,입항,"28,073",2023-04-07 13:24,2023-04-12 20:03,2023-04-07 13:24,2023-04-13 11:02,기타,23ALSHA118I,MBR,03,감만부두 3선석,OCEAN DISTRICT,JINGTANG PT,일반화물선,3.0,18.0,,Y,Y,,
8126,부산,DSPL8,CRYSTAL OCEAN,2023,4,최종,외항,출항,"28,073",2023-04-07 13:24,2023-04-12 20:03,2023-04-12 20:03,2023-04-13 11:03,기타,23ALSHA519E,MBR,03,감만부두 3선석,NAKHODKA,JINGTANG PT,일반화물선,2.0,17.0,,Y,Y,,
8127,부산,D7YJ,YU JIN,2023,7,최종,외항,출항,"1,133",2023-04-07 13:35,2023-04-10 16:05,2023-04-10 16:05,2023-04-10 17:28,기타,23YJSPY07BE,MB8,05,8부두 85선석,광양,KIMITSU,일반화물선,3.0,7.0,,N,N,,
8128,부산,D7YJ,YU JIN,2023,7,최종,외항,입항,"1,133",2023-04-07 13:35,2023-04-10 16:05,2023-04-07 13:35,2023-04-07 17:20,기타,23YJSPY07AI,WAN,02,남외항 N-2박지,광양,KIMITSU,일반화물선,3.0,7.0,,Y,N,,
