,항명,호출부호,선명,입항횟수,입항횟수.1,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소.1,계선장소.2,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승객,예선,도선,부선호출부호1,부선호출부호2
331,부산,D8FB,PANSTAR GENIE,2022,95,최종,외항,입항,"7,323",2022-11-16 19:00,2022-11-17 01:00,2022-11-16 19:00,2022-11-21 17:13,기타,22PSLCP326I,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
332,부산,D8FB,PANSTAR GENIE,2022,95,최종,외항,출항,"7,323",2022-11-16 19:00,2022-11-17 01:00,2022-11-17 01:00,2022-11-21 17:14,기타,22PSLCP326E,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
333,인천,BATI,YA LU JIANG,2022,67,최종,외항,입항,"5,250",2022-11-17 08:50,2022-11-17 14:50,2022-11-17 09:00,2022-11-17 10:22,기타,22COSN8169I,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
334,인천,BATI,YA LU JIANG,2022,67,최종,외항,출항,"5,250",2022-11-17 08:50,2022-11-17 14:50,2022-11-17 15:00,2022-11-17 15:14,기타,22COSN8170E,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
335,부산,VREU7,GUANG PING,2022,11,최종,외항,출항,"5,275",2022-11-17 17:30,2022-11-18 06:51,2022-11-18 06:51,2022-11-18 09:32,기타,22DDSGGP12E,MBR,E3,신감만부두 3선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
336,부산,VREU7,GUANG PING,2022,11,최종,외항,입항,"5,275",2022-11-17 17:30,2022-11-18 06:51,2022-11-17 17:30,2022-11-18 09:27,기타,22DDSGGP12I,MBR,E3,신감만부두 3선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
337,인천,BATD,MING YUE,2022,67,최종,외항,입항,"2,453",2022-11-18 03:00,2022-11-18 14:59,2022-11-18 03:00,2022-11-18 09:29,기타,22DDSCK778I,MSB,02,신항 선광신컨테이너터미널 2선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
338,인천,BATD,MING YUE,2022,67,최종,외항,출항,"2,453",2022-11-18 03:00,2022-11-18 14:59,2022-11-18 12:00,2022-11-18 15:26,기타,22DDSCK778E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
339,부산,BSDU,XIN TAI PING,2022,11,최종,외항,출항,"5,275",2022-11-19 08:02,2022-11-19 13:30,2022-11-19 13:30,2022-11-21 09:32,기타,22TCLCXP40E,MBS,03,신선대부두 3선석,OSAKA,DAFENG,세미(혼재)컨테이너선,,17,,Y,Y,,
340,부산,BSDU,XIN TAI PING,2022,11,최종,외항,입항,"5,275",2022-11-19 08:02,2022-11-19 13:30,2022-11-19 08:02,2022-11-21 09:32,기타,22TCLCXP40I,MBS,03,신선대부두 3선석,OSAKA,DAFENG,세미(혼재)컨테이너선,,17,,Y,Y,,
341,부산,D8RV,PANSTAR GENIE NO.2,2022,97,최종,외항,출항,"7,323",2022-11-19 17:50,2022-11-19 23:13,2022-11-19 23:00,2022-11-24 10:04,기타,22PSLCB746E,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
342,부산,D8RV,PANSTAR GENIE NO.2,2022,97,최종,외항,입항,"7,323",2022-11-19 17:50,2022-11-19 23:13,2022-11-19 18:00,2022-11-24 10:04,기타,22SSPSB746I,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
343,부산,V7QV6,KYOWA ORCHID,2022,8,최종,외항,출항,"9,924",2022-11-19 19:15,2022-11-21 04:35,2022-11-21 05:00,2022-11-21 09:12,기타,22KWSC1106E,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,22,,Y,Y,,
344,부산,V7QV6,KYOWA ORCHID,2022,8,최종,외항,입항,"9,924",2022-11-19 19:15,2022-11-21 04:35,2022-11-19 19:00,2022-11-21 08:59,기타,22KWSC1105I,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,22,,Y,Y,,
345,인천,3FMT9,XIN HE DA,2022,47,최종,외항,입항,"7,808",2022-11-19 20:48,2022-11-21 02:00,2022-11-19 20:30,2022-11-23 10:55,기타,22TJMSK572I,MSA,02,신항 한진인천컨테이너터미널 2선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
346,인천,3FMT9,XIN HE DA,2022,47,최종,외항,출항,"7,808",2022-11-19 20:48,2022-11-21 02:00,2022-11-21 01:00,2022-11-23 10:56,기타,22TJMSK572E,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
347,부산,D8FB,PANSTAR GENIE,2022,96,최종,외항,입항,"7,323",2022-11-20 06:00,2022-11-20 11:25,2022-11-20 06:00,2022-11-23 09:39,기타,22PSLCB327I,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
348,부산,D8FB,PANSTAR GENIE,2022,96,최종,외항,출항,"7,323",2022-11-20 06:00,2022-11-20 11:25,2022-11-20 12:00,2022-11-24 10:00,기타,22PSLCB327E,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
349,부산,DSQX2,SANSTAR DREAM,2022,88,최종,외항,입항,"5,319",2022-11-20 12:35,2022-11-20 15:40,2022-11-20 12:30,2022-11-24 15:24,기타,22PSLCP591I,MSL,01,신항 다목적부두,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
350,부산,DSQX2,SANSTAR DREAM,2022,88,최종,외항,출항,"5,319",2022-11-20 12:35,2022-11-20 15:40,2022-11-20 16:00,2022-11-24 15:25,기타,22PSLCB592E,MSL,01,신항 다목적부두,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
351,인천,BATI,YA LU JIANG,2022,68,최종,외항,출항,"5,250",2022-11-20 14:25,2022-11-20 23:25,2022-11-20 23:30,2022-11-21 00:00,기타,22COSN8172E,MSB,02,신항 선광신컨테이너터미널 2선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
352,인천,BATI,YA LU JIANG,2022,68,최종,외항,입항,"5,250",2022-11-20 14:25,2022-11-20 23:25,2022-11-20 15:00,2022-11-20 16:30,기타,22COSN8171I,MSB,02,신항 선광신컨테이너터미널 2선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
353,부산,BTBM3,XIN XIN HAI 2,2022,4,최종,외항,입항,"21,270",2022-11-21 00:22,2022-11-21 14:53,2022-11-21 00:22,2022-11-21 10:19,기타,22SHJSXX26I,MBR,E2,신감만부두 2선석,TAICANG,VOSTOCHNYY PORT,세미(혼재)컨테이너선,,21,,Y,Y,,
354,부산,BTBM3,XIN XIN HAI 2,2022,4,최종,외항,출항,"21,270",2022-11-21 00:22,2022-11-21 14:53,2022-11-21 14:53,2022-11-22 08:58,기타,22SHJSXX26E,MBR,E2,신감만부두 2선석,TAICANG,VOSTOCHNYY PORT,세미(혼재)컨테이너선,,21,,Y,Y,,
355,인천,BATD,MING YUE,2022,68,최종,외항,입항,"2,453",2022-11-21 11:35,2022-11-21 21:25,2022-11-21 11:00,2022-11-21 17:51,기타,22DDSCK779I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
356,인천,BATD,MING YUE,2022,68,최종,외항,출항,"2,453",2022-11-21 11:35,2022-11-21 21:25,2022-11-21 18:00,2022-11-22 10:21,기타,22DDSCK779E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
357,인천,BSDG,BEI HAI,2022,41,최종,외항,입항,"5,272",2022-11-22 07:50,2022-11-22 18:40,2022-11-22 08:00,2022-11-22 11:05,기타,22CKCO0944I,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
358,인천,BSDG,BEI HAI,2022,41,최종,외항,출항,"5,272",2022-11-22 07:50,2022-11-22 18:40,2022-11-22 15:00,2022-11-23 10:55,기타,22CKCO0801E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
359,부산,VREU7,GUANG PING,2022,12,최종,외항,출항,"5,275",2022-11-22 11:35,2022-11-22 20:57,2022-11-22 20:57,2022-11-23 09:20,기타,22DDSGGP13E,MBR,E2,신감만부두 2선석,MOJI/KITAKYUSHU,QINGDAO,세미(혼재)컨테이너선,,18,,Y,Y,,
360,부산,VREU7,GUANG PING,2022,12,최종,외항,입항,"5,275",2022-11-22 11:35,2022-11-22 20:57,2022-11-22 11:35,2022-11-22 14:21,기타,22DDSGGP13I,MBR,E2,신감만부두 2선석,MOJI/KITAKYUSHU,QINGDAO,세미(혼재)컨테이너선,,18,,Y,Y,,
361,부산,D8RV,PANSTAR GENIE NO.2,2022,98,최종,외항,출항,"7,323",2022-11-23 07:45,2022-11-24 11:33,2022-11-24 12:00,2022-11-25 09:33,기타,22SSPSP746E,MSL,01,신항 다목적부두,SHIDAO PT,TOKYO,세미(혼재)컨테이너선,8.0,9,,N,N,,
362,부산,D8RV,PANSTAR GENIE NO.2,2022,98,최종,외항,입항,"7,323",2022-11-23 07:45,2022-11-24 11:33,2022-11-23 08:00,2022-11-25 09:31,기타,22PSLCP746I,MSL,01,신항 다목적부두,SHIDAO PT,TOKYO,세미(혼재)컨테이너선,8.0,9,,N,N,,
363,부산,DSQX2,SANSTAR DREAM,2022,89,최종,외항,입항,"5,319",2022-11-23 12:50,2022-11-23 15:35,2022-11-23 12:30,2022-11-24 15:25,기타,22PSLCP592I,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
364,부산,DSQX2,SANSTAR DREAM,2022,89,최종,외항,출항,"5,319",2022-11-23 12:50,2022-11-23 15:35,2022-11-23 16:00,2022-11-24 15:25,기타,22PSLCB593E,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
365,부산,D8FB,PANSTAR GENIE,2022,97,최종,외항,입항,"7,323",2022-11-23 21:20,2022-11-24 00:40,2022-11-23 21:00,2022-11-25 09:31,기타,22PSLCP327I,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
366,부산,D8FB,PANSTAR GENIE,2022,97,최종,외항,출항,"7,323",2022-11-23 21:20,2022-11-24 00:40,2022-11-24 01:00,2022-11-25 09:33,기타,22PSLCP327E,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
367,부산,9V9718,VANUATU CHIEF,2022,2,최종,외항,입항,"25,483",2022-11-24 09:00,2022-11-25 22:54,2022-11-24 09:00,2022-11-24 10:36,기타,22CNCO1103I,MBR,01,감만부두 1선석,YOKOHAMA,QINGDAO,세미(혼재)컨테이너선,,27,,Y,Y,,
368,부산,9V9718,VANUATU CHIEF,2022,2,최종,외항,출항,"25,483",2022-11-24 09:00,2022-11-25 22:54,2022-11-25 23:00,2022-11-28 09:11,기타,22CNCO1104E,MBR,E2,신감만부두 2선석,YOKOHAMA,QINGDAO,세미(혼재)컨테이너선,,26,,Y,Y,,
369,인천,BATD,MING YUE,2022,69,최종,외항,출항,"2,453",2022-11-25 00:16,2022-11-25 10:20,2022-11-25 06:00,2022-11-29 15:39,기타,22DDSCK780E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
370,인천,BATD,MING YUE,2022,69,최종,외항,입항,"2,453",2022-11-25 00:16,2022-11-25 10:20,2022-11-24 19:00,2022-11-25 10:03,기타,22DDSCK780I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
371,인천,BATI,YA LU JIANG,2022,69,최종,외항,입항,"5,250",2022-11-25 15:40,2022-11-26 08:00,2022-11-25 16:00,2022-11-26 07:10,기타,22COSN8173I,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
372,인천,BATI,YA LU JIANG,2022,69,최종,외항,출항,"5,250",2022-11-25 15:40,2022-11-26 08:00,2022-11-26 00:00,2022-11-27 17:35,기타,22COSN8174E,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
373,부산,3FFR3,SHUN JIE 39,2022,1,최초,외항,입항,"2,899",2022-11-26 11:00,2022-11-26 15:00,2022-11-26 11:00,,기타,22WLSKB033I,WAN,02,남외항 N-2박지,VLADIVOSTOK,ZHAPU,세미(혼재)컨테이너선,,13,,N,N,,
374,부산,3FFR3,SHUN JIE 39,2022,1,최종,외항,출항,"2,899",2022-11-26 12:05,2022-11-26 15:26,2022-11-26 15:26,2022-11-28 14:53,기타,22WLSKB034E,WAN,02,남외항 N-2박지,VLADIVOSTOK,ZHAPU,세미(혼재)컨테이너선,,13,,N,N,,
375,부산,3FFR3,SHUN JIE 39,2022,1,최종,외항,입항,"2,899",2022-11-26 12:05,2022-11-26 15:26,2022-11-26 12:05,2022-11-28 14:50,기타,22WLSKB033I,WAN,02,남외항 N-2박지,VLADIVOSTOK,ZHAPU,세미(혼재)컨테이너선,,13,,N,N,,
376,부산,D8RV,PANSTAR GENIE NO.2,2022,99,최종,외항,입항,"7,323",2022-11-26 17:30,2022-11-26 22:58,2022-11-26 18:00,2022-11-28 13:05,기타,22SSPSB747I,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
377,부산,D8RV,PANSTAR GENIE NO.2,2022,99,최종,외항,출항,"7,323",2022-11-26 17:30,2022-11-26 22:58,2022-11-26 23:00,2022-11-28 13:06,기타,22PSLCB747E,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
378,부산,D8FB,PANSTAR GENIE,2022,98,최종,외항,입항,"7,323",2022-11-27 05:55,2022-11-27 11:25,2022-11-27 06:00,2022-11-29 16:26,기타,22PSLCB328I,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
379,부산,D8FB,PANSTAR GENIE,2022,98,최종,외항,출항,"7,323",2022-11-27 05:55,2022-11-27 11:25,2022-11-27 11:30,2022-11-29 16:26,기타,22PSLCB328E,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
380,인천,3FMT9,XIN HE DA,2022,48,최종,외항,입항,"7,808",2022-11-27 09:45,2022-11-28 03:15,2022-11-27 09:00,2022-11-28 14:25,기타,22TJMSK573I,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
381,인천,3FMT9,XIN HE DA,2022,48,최종,외항,출항,"7,808",2022-11-27 09:45,2022-11-28 03:15,2022-11-28 01:00,2022-11-28 14:25,기타,22TJMSK573E,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
382,부산,DSQX2,SANSTAR DREAM,2022,90,최종,외항,입항,"5,319",2022-11-27 11:55,2022-11-27 16:25,2022-11-27 11:30,2022-11-30 09:27,기타,22PSLCP593I,MSL,01,신항 다목적부두,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
383,부산,DSQX2,SANSTAR DREAM,2022,90,최종,외항,출항,"5,319",2022-11-27 11:55,2022-11-27 16:25,2022-11-27 16:00,2022-11-30 09:28,기타,22PSLCB594E,MSL,01,신항 다목적부두,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
384,인천,BATD,MING YUE,2022,70,최종,외항,입항,"2,453",2022-11-28 16:20,2022-11-30 10:10,2022-11-28 14:00,2022-12-02 15:04,기타,22DDSCK782I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
385,인천,BATD,MING YUE,2022,70,최종,외항,출항,"2,453",2022-11-28 16:20,2022-11-30 10:10,2022-11-29 02:00,2022-12-05 09:47,기타,22DDSCK782E,WWB,01,제1입항대기정박지(북장자서),DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
386,부산,VREU7,GUANG PING,2022,13,최종,외항,입항,"5,275",2022-11-28 23:30,2022-11-29 05:50,2022-11-28 23:30,2022-11-29 09:08,기타,22DDSGGP14I,MBR,E2,신감만부두 2선석,MOJI/KITAKYUSHU,QINGDAO,세미(혼재)컨테이너선,,18,,Y,Y,,
387,부산,VREU7,GUANG PING,2022,13,최종,외항,출항,"5,275",2022-11-28 23:30,2022-11-29 05:50,2022-11-29 05:50,2022-11-29 09:15,기타,22DDSGGP14E,MBR,E2,신감만부두 2선석,MOJI/KITAKYUSHU,QINGDAO,세미(혼재)컨테이너선,,18,,Y,Y,,
388,인천,5BUJ4,AAL SHANGHAI,2022,2,최종,외항,출항,"23,930",2022-11-28 23:54,2022-11-30 09:05,2022-11-30 05:00,2022-12-01 09:01,기타,22L37KA204E,MBB,02,북항 동원로엑스부두 2선석,DALIAN,TOWNSVILLE,세미(혼재)컨테이너선,,23,,Y,Y,,
389,인천,5BUJ4,AAL SHANGHAI,2022,2,최종,외항,입항,"23,930",2022-11-28 23:54,2022-11-30 09:05,2022-11-29 07:00,2022-11-28 23:59,기타,22L37KA204I,MBB,02,북항 동원로엑스부두 2선석,TIANJIN,TOWNSVILLE,세미(혼재)컨테이너선,,23,,Y,Y,,
390,인천,BSDG,BEI HAI,2022,42,최종,외항,입항,"5,272",2022-11-29 01:05,2022-11-30 14:45,2022-11-29 01:00,2022-11-29 13:46,기타,22CKCO0966I,MSA,01,신항 한진인천컨테이너터미널 1선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
391,인천,BSDG,BEI HAI,2022,42,최종,외항,출항,"5,272",2022-11-29 01:05,2022-11-30 14:45,2022-11-29 15:00,2022-12-01 09:03,기타,22CKCO0816E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
392,부산,D8RV,PANSTAR GENIE NO.2,2022,100,최종,외항,입항,"7,323",2022-11-30 09:50,2022-12-01 10:50,2022-11-30 08:30,2022-12-06 10:21,기타,22PSLCP747I,MSL,01,신항 다목적부두,SHIDAO PT,TOKYO,세미(혼재)컨테이너선,8.0,9,,N,N,,
393,부산,D8RV,PANSTAR GENIE NO.2,2022,100,최종,외항,출항,"7,323",2022-11-30 09:50,2022-12-01 10:50,2022-12-01 11:00,2022-12-08 14:52,기타,22SSPSP747E,WAU,02,신항 U-2 정박지,SHIDAO PT,TOKYO,세미(혼재)컨테이너선,8.0,9,,N,N,,
394,부산,9V9714,MAJURO CHIEF,2022,5,최종,외항,입항,"25,483",2022-11-30 12:55,2022-12-02 07:55,2022-11-30 12:50,2022-11-30 17:19,기타,22CNCO1201I,MBR,01,감만부두 1선석,NANSHA PT,CHANGSHU,세미(혼재)컨테이너선,,25,,Y,Y,,
395,부산,9V9714,MAJURO CHIEF,2022,5,최종,외항,출항,"25,483",2022-11-30 12:55,2022-12-02 07:55,2022-12-02 07:50,2022-12-02 09:13,기타,22CNCO1202E,MBR,E1,신감만부두 1선석,NANSHA PT,CHANGSHU,세미(혼재)컨테이너선,,24,,Y,Y,,
396,부산,DSQX2,SANSTAR DREAM,2022,91,최종,외항,입항,"5,319",2022-11-30 15:00,2022-11-30 17:55,2022-11-30 14:00,2022-12-06 10:18,기타,22PSLCP594I,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
397,부산,DSQX2,SANSTAR DREAM,2022,91,최종,외항,출항,"5,319",2022-11-30 15:00,2022-11-30 17:55,2022-11-30 17:30,2022-12-06 10:20,기타,22PSLCB595E,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
398,부산,3FQO9,PACIFIC CONDOR,2022,7,최종,외항,출항,"8,483",2022-12-01 11:40,2022-12-02 03:54,2022-12-02 04:00,2022-12-02 09:14,기타,22KWSC1108E,MBR,01,감만부두 1선석,KOBE,CHOFU,세미(혼재)컨테이너선,,22,,Y,Y,,
399,부산,3FQO9,PACIFIC CONDOR,2022,7,최종,외항,입항,"8,483",2022-12-01 11:40,2022-12-02 03:54,2022-12-01 11:00,2022-12-01 13:02,기타,22KWSC1107I,MBR,01,감만부두 1선석,KOBE,CHOFU,세미(혼재)컨테이너선,,22,,Y,Y,,
400,부산,D8FB,PANSTAR GENIE,2022,99,최종,외항,입항,"7,323",2022-12-01 15:25,2022-12-01 18:00,2022-12-01 14:30,2022-12-06 10:18,기타,22PSLCP328I,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
401,부산,D8FB,PANSTAR GENIE,2022,99,최종,외항,출항,"7,323",2022-12-01 15:25,2022-12-01 18:00,2022-12-01 17:00,2022-12-06 10:21,기타,22PSLCP328E,MSL,01,신항 다목적부두,평택.당진,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
402,부산,V7IM5,KYOWA STORK,2022,8,최종,외항,출항,"12,592",2022-12-02 06:45,2022-12-03 18:50,2022-12-03 19:00,2022-12-05 09:24,기타,22KWSC1202E,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,21,,Y,Y,,
403,부산,V7IM5,KYOWA STORK,2022,8,최종,외항,입항,"12,592",2022-12-02 06:45,2022-12-03 18:50,2022-12-02 07:00,2022-12-02 09:10,기타,22KWSC1201I,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,21,,Y,Y,,
404,인천,BATI,YA LU JIANG,2022,70,최종,외항,출항,"5,250",2022-12-02 23:15,2022-12-03 04:30,2022-12-03 05:00,2022-12-05 09:04,기타,22COSN8176E,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
405,인천,BATI,YA LU JIANG,2022,70,최종,외항,입항,"5,250",2022-12-02 23:15,2022-12-03 04:30,2022-12-02 23:00,2022-12-03 10:06,기타,22COSN8175I,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,18,,Y,Y,,
406,인천,BATD,MING YUE,2022,71,최종,외항,출항,"2,453",2022-12-03 12:52,2022-12-03 20:50,2022-12-03 19:00,2022-12-05 13:11,기타,22DDSCK783E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
407,인천,BATD,MING YUE,2022,71,최종,외항,입항,"2,453",2022-12-03 12:52,2022-12-03 20:50,2022-12-03 12:00,2022-12-05 10:54,기타,22DDSCK783I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
408,부산,D8RV,PANSTAR GENIE NO.2,2022,101,최종,외항,입항,"7,323",2022-12-03 18:00,2022-12-03 22:42,2022-12-03 18:00,2022-12-08 14:53,기타,22SSPSB748I,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
409,부산,D8RV,PANSTAR GENIE NO.2,2022,101,최종,외항,출항,"7,323",2022-12-03 18:00,2022-12-03 22:42,2022-12-03 23:00,2022-12-08 14:53,기타,22PSLCB748E,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
410,부산,DSQX2,SANSTAR DREAM,2022,92,최종,외항,입항,"5,319",2022-12-03 19:35,2022-12-04 15:35,2022-12-03 19:00,2022-12-06 10:21,기타,22PSLCP595I,WAU,03,신항 U-3 정박지,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
411,부산,DSQX2,SANSTAR DREAM,2022,92,최종,외항,출항,"5,319",2022-12-03 19:35,2022-12-04 15:35,2022-12-04 16:00,2022-12-06 10:21,기타,22PSLCB596E,MSL,01,신항 다목적부두,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
412,부산,D8FB,PANSTAR GENIE,2022,100,최종,외항,출항,"7,323",2022-12-04 07:05,2022-12-04 12:00,2022-12-04 12:00,2022-12-08 14:53,기타,22PSLCB329E,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
413,부산,D8FB,PANSTAR GENIE,2022,100,최종,외항,입항,"7,323",2022-12-04 07:05,2022-12-04 12:00,2022-12-04 07:00,2022-12-08 14:53,기타,22PSLCB329I,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
414,부산,5VHA7,SIDIMI,2022,9,최종,외항,입항,"5,608",2022-12-04 07:15,2022-12-04 14:10,2022-12-04 07:15,2022-12-07 11:17,기타,22GOMSA184I,WAN,03,남외항 N-3박지,QINGDAO,NAKHODKA,세미(혼재)컨테이너선,,16,,N,N,,
415,부산,5VHA7,SIDIMI,2022,9,최종,외항,출항,"5,608",2022-12-04 07:15,2022-12-04 14:10,2022-12-04 14:10,2022-12-07 11:17,기타,22GOMSD184E,WAN,03,남외항 N-3박지,QINGDAO,NAKHODKA,세미(혼재)컨테이너선,,16,,N,N,,
416,인천,3FMT9,XIN HE DA,2022,49,최종,외항,출항,"7,808",2022-12-04 22:18,2022-12-05 12:03,2022-12-05 10:00,2022-12-05 13:11,기타,22TJMSK574E,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
417,인천,3FMT9,XIN HE DA,2022,49,최종,외항,입항,"7,808",2022-12-04 22:18,2022-12-05 12:03,2022-12-04 22:00,2022-12-05 07:11,기타,22TJMSK574I,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
418,부산,7KAA,SOUTH ISLANDER,2022,7,최종,외항,입항,"18,100",2022-12-06 07:57,2022-12-07 21:41,2022-12-06 07:57,2022-12-08 18:17,기타,22BLAK5023I,MB7,03,7부두 73선석,"YURA, HYOGO",APIA,세미(혼재)컨테이너선,,20,,Y,Y,,
419,부산,7KAA,SOUTH ISLANDER,2022,7,최종,외항,출항,"18,100",2022-12-06 07:57,2022-12-07 21:41,2022-12-07 21:41,2022-12-08 18:26,기타,22BLAK5024E,MB7,03,7부두 73선석,"YURA, HYOGO",APIA,세미(혼재)컨테이너선,,20,,Y,Y,,
